日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2020年08月,合計,5214576012,6439120,1,40426089,24812,1,265780267,38405,1,5520782368
2020年07月,新北市,848534300,941006,0.1728,7777915,3852,0.1965,86584331,11103,0.2964,942896546
2020年07月,台北市,539043498,535962,0.1098,3264414,1868,0.0825,74650652,8121,0.2555,616958564
2020年07月,桃園市,410698272,525263,0.0836,3961026,1923,0.1,29900917,3688,0.1024,444560215
2020年07月,台中市,602359692,772502,0.1227,7008899,4126,0.177,37956338,4801,0.1299,647324929
2020年07月,台南市,410513306,608722,0.0836,2318806,1711,0.0586,11018670,1516,0.0377,423850782
2020年07月,高雄市,668171048,930913,0.1361,4244777,3328,0.1072,28088666,4333,0.0961,700504491
2020年07月,宜蘭縣,90220934,141620,0.0184,622207,499,0.0157,1408540,296,0.0048,92251681
2020年07月,新竹縣,113246107,155422,0.0231,954296,625,0.0241,5829304,787,0.02,120029707
2020年07月,苗栗縣,117944654,179164,0.024,669542,536,0.0169,797488,179,0.0027,119411684
2020年07月,彰化縣,244813828,408101,0.0499,3423686,2956,0.0865,1550218,389,0.0053,249787732
2020年07月,南投縣,75408957,135638,0.0154,513605,485,0.013,570304,119,0.002,76492866
2020年07月,雲林縣,141730808,267339,0.0289,877587,808,0.0222,566615,202,0.0019,143175010
2020年07月,嘉義縣,97148544,180352,0.0198,644203,557,0.0163,373281,105,0.0013,98166028
2020年07月,屏東縣,179854708,287725,0.0366,1342854,1342,0.0339,1084340,320,0.0037,182281902
2020年07月,台東縣,39469884,59389,0.008,181367,150,0.0046,317544,82,0.0011,39968795
2020年07月,花蓮縣,63769061,91696,0.013,226234,109,0.0057,622178,142,0.0021,64617473
2020年07月,基隆市,63387839,89006,0.0129,313689,273,0.0079,3925636,933,0.0134,67627164
2020年07月,新竹市,110222426,132226,0.0224,572310,355,0.0145,5694807,891,0.0195,116489543
2020年07月,嘉義市,56859419,80966,0.0116,222377,217,0.0056,1074635,245,0.0037,58156431
2020年07月,澎湖縣,20512724,23725,0.0042,244057,186,0.0062,80633,17,0.0003,20837414
2020年07月,金門縣,12753082,17335,0.0026,162932,106,0.0041,35220,44,0.0001,12951234
2020年07月,連江縣,3088743,1967,0.0006,45394,23,0.0011,10938,13,0,3145075
2020年07月,合計,4909751834,6566039,1,39592177,26035,1,292141255,38326,1,5241485266
2020年06月,新北市,647536432,939840,0.1639,5969091,3703,0.1856,74744830,11079,0.2942,728250353
2020年06月,台北市,396291410,504283,0.1003,2488201,1839,0.0774,63694787,8114,0.2507,462474398
2020年06月,桃園市,416678019,630975,0.1055,3543447,2127,0.1102,25089192,3666,0.0987,445310658
2020年06月,台中市,491185755,773318,0.1243,5943617,3950,0.1848,33938847,4800,0.1336,531068219
2020年06月,台南市,348021902,606745,0.0881,2110611,1810,0.0656,10400277,1516,0.0409,360532790
2020年06月,高雄市,428009308,724131,0.1083,3098979,2834,0.0963,25236196,4331,0.0993,456344483
2020年06月,宜蘭縣,77884834,149602,0.0197,494751,426,0.0154,1173594,296,0.0046,79553179
2020年06月,新竹縣,105823842,166827,0.0268,938286,653,0.0292,4886530,782,0.0192,111648658
2020年06月,苗栗縣,83330642,163347,0.0211,442171,384,0.0137,703481,179,0.0028,84476294
2020年06月,彰化縣,210936562,396347,0.0534,3076251,3174,0.0956,1460381,389,0.0057,215473194
2020年06月,南投縣,85415356,164612,0.0216,583369,557,0.0181,495759,119,0.002,86494484
2020年06月,雲林縣,126250944,273035,0.032,541786,604,0.0168,496704,202,0.002,127289434
2020年06月,嘉義縣,79599775,175079,0.0201,469424,468,0.0146,331252,105,0.0013,80400451
2020年06月,屏東縣,147534189,260009,0.0373,1037900,1172,0.0323,978765,320,0.0039,149550854
2020年06月,台東縣,37989651,64975,0.0096,147534,151,0.0046,252513,82,0.001,38389698
2020年06月,花蓮縣,58578262,97355,0.0148,128823,105,0.004,654180,143,0.0026,59361265
2020年06月,基隆市,60228244,100449,0.0152,287352,279,0.0089,3394291,932,0.0134,63909887
2020年06月,新竹市,76943319,112756,0.0195,422769,321,0.0131,5086706,889,0.02,82452794
2020年06月,嘉義市,46981264,80122,0.0119,233502,215,0.0073,962803,245,0.0038,48177569
2020年06月,澎湖縣,14825134,23990,0.0038,79704,86,0.0025,61107,17,0.0002,14965945
2020年06月,金門縣,8853670,13917,0.0022,100194,108,0.0031,29011,42,0.0001,8982875
2020年06月,連江縣,1923732,2250,0.0005,30250,31,0.0009,7902,13,0,1961884
2020年06月,合計,3950822246,6423964,1,32168012,24997,1,254079108,38261,1,4237069366
2020年05月,新北市,538702320,939305,0.1615,5802785,3889,0.1902,68461513,11066,0.2938,612966618
2020年05月,台北市,339574490,535607,0.1018,2291685,1895,0.0751,56266199,8096,0.2414,398132374
2020年05月,桃園市,295266308,523893,0.0885,3092029,1947,0.1013,22688701,3649,0.0974,321047038
2020年05月,台中市,407767623,770306,0.1222,5583432,4164,0.183,31247255,4790,0.1341,444598310
2020年05月,台南市,278761528,607524,0.0836,1806657,1719,0.0592,9847322,1514,0.0423,290415507
2020年05月,高雄市,450109276,928884,0.1349,3424378,3361,0.1122,24629118,4326,0.1057,478162772
2020年05月,宜蘭縣,62848242,141406,0.0188,444165,499,0.0146,1147859,298,0.0049,64440266
2020年05月,新竹縣,78455754,154697,0.0235,707871,625,0.0232,4597464,782,0.0197,83761089
2020年05月,苗栗縣,77651956,178696,0.0233,487856,543,0.016,668840,180,0.0029,78808652
2020年05月,彰化縣,178940071,407361,0.0536,2804705,2972,0.0919,1398977,388,0.006,183143753
2020年05月,南投縣,60625997,135431,0.0182,412504,492,0.0135,503263,118,0.0022,61541764
2020年05月,雲林縣,108015810,266809,0.0324,702486,817,0.023,451075,202,0.0019,109169371
2020年05月,嘉義縣,71840063,179975,0.0215,499512,562,0.0164,324046,104,0.0014,72663621
2020年05月,屏東縣,132937338,287091,0.0399,1060710,1355,0.0348,908650,321,0.0039,134906698
2020年05月,台東縣,28888272,59049,0.0087,135270,150,0.0044,247633,82,0.0011,29271175
2020年05月,花蓮縣,45903200,91468,0.0138,147037,110,0.0048,641409,144,0.0028,46691646
2020年05月,基隆市,44075663,88887,0.0132,218457,276,0.0072,3257061,929,0.014,47551181
2020年05月,新竹市,70639859,131017,0.0212,405157,361,0.0133,4738392,876,0.0203,75783408
2020年05月,嘉義市,38648799,80736,0.0116,168525,218,0.0055,917175,245,0.0039,39734499
2020年05月,澎湖縣,13976492,23616,0.0042,167307,185,0.0055,61736,17,0.0003,14205535
2020年05月,金門縣,9858508,17247,0.003,112985,106,0.0037,27660,42,0.0001,9999153
2020年05月,連江縣,2390849,1978,0.0007,34347,26,0.0011,6150,13,0,2431346
2020年05月,合計,3335878418,6550983,1,30509860,26272,1,233037498,38182,1,3599425776
2020年04月,新北市,512356967,939495,0.1656,5287796,3725,0.1872,65767921,11052,0.291,583412684
2020年04月,台北市,303324626,504002,0.098,2090495,1859,0.074,52491951,8088,0.2323,357907072
2020年04月,桃園市,347200609,628723,0.1122,3157793,2139,0.1118,22578022,3628,0.0999,372936424
2020年04月,台中市,381565201,771329,0.1233,5172605,3976,0.1831,30961744,4780,0.137,417699550
2020年04月,台南市,262263072,605450,0.0848,1762862,1822,0.0624,9397185,1513,0.0416,273423119
2020年04月,高雄市,312847055,723055,0.1011,2742719,2860,0.0971,24556783,4320,0.1087,340146557
2020年04月,宜蘭縣,64647879,149168,0.0209,429434,432,0.0152,1262788,294,0.0056,66340101
2020年04月,新竹縣,85708373,165981,0.0277,820460,659,0.029,4753992,777,0.021,91282825
2020年04月,苗栗縣,65757936,163076,0.0213,407130,407,0.0144,668679,179,0.003,66833745
2020年04月,彰化縣,169975976,395573,0.0549,2810207,3202,0.0995,1384418,389,0.0061,174170601
2020年04月,南投縣,71258730,164337,0.023,520622,567,0.0184,518625,118,0.0023,72297977
2020年04月,雲林縣,99157587,272549,0.032,479886,610,0.017,467596,201,0.0021,100105069
2020年04月,嘉義縣,62036377,174762,0.02,421646,474,0.0149,303985,105,0.0013,62762008
2020年04月,屏東縣,108660509,259699,0.0351,906067,1184,0.0321,899828,320,0.004,110466404
2020年04月,台東縣,31153291,64968,0.0101,121823,151,0.0043,244364,82,0.0011,31519478
2020年04月,花蓮縣,49316731,97164,0.0159,105672,105,0.0037,630965,144,0.0028,50053368
2020年04月,基隆市,50792109,100340,0.0164,260105,289,0.0092,3248460,927,0.0144,54300674
2020年04月,新竹市,58577304,112618,0.0189,361230,320,0.0128,4811948,876,0.0213,63750482
2020年04月,嘉義市,35463524,79973,0.0115,199585,216,0.0071,946576,245,0.0042,36609685
2020年04月,澎湖縣,11982273,23908,0.0039,68351,85,0.0024,53488,17,0.0002,12104112
2020年04月,金門縣,8368251,13823,0.0027,93952,108,0.0033,28070,42,0.0001,8490273
2020年04月,連江縣,1967098,2248,0.0006,28082,31,0.001,6319,13,0,2001499
2020年04月,合計,3094381478,6412241,1,28248522,25221,1,225983707,38110,1,3348613707
2020年03月,新北市,551553034,937707,0.1646,5620303,3908,0.1913,63974077,11040,0.2974,621147414
2020年03月,台北市,343447125,535638,0.1025,2219725,1917,0.0756,50187173,8071,0.2333,395854023
2020年03月,桃園市,314690547,522466,0.0939,2989205,1957,0.1017,21361298,3613,0.0993,339041050
2020年03月,台中市,410314079,769041,0.1224,5332729,4194,0.1815,29021749,4773,0.1349,444668557
2020年03月,台南市,274665663,605945,0.0819,1695662,1733,0.0577,8684504,1507,0.0404,285045829
2020年03月,高雄市,418873417,926607,0.125,3209317,3388,0.1092,22974275,4307,0.1068,445057009
2020年03月,宜蘭縣,65843136,141196,0.0196,446099,504,0.0152,1190202,294,0.0055,67479437
2020年03月,新竹縣,82810000,153975,0.0247,703456,634,0.0239,4434061,770,0.0206,87947517
2020年03月,苗栗縣,80064486,178279,0.0239,506853,588,0.0173,629381,179,0.0029,81200720
2020年03月,彰化縣,181328870,406507,0.0541,2789321,2987,0.0949,1258778,388,0.0059,185376969
2020年03月,南投縣,64349804,135162,0.0192,398871,496,0.0136,461088,118,0.0021,65209763
2020年03月,雲林縣,104420841,266316,0.0312,667781,825,0.0227,432552,201,0.002,105521174
2020年03月,嘉義縣,72738728,179583,0.0217,483963,567,0.0165,286950,106,0.0013,73509641
2020年03月,屏東縣,125368933,286568,0.0374,969029,1362,0.033,831317,319,0.0039,127169279
2020年03月,台東縣,29465174,58802,0.0088,133105,150,0.0045,243132,83,0.0011,29841411
2020年03月,花蓮縣,47336594,91364,0.0141,141344,111,0.0048,611959,142,0.0028,48089897
2020年03月,基隆市,47048871,88877,0.014,214569,277,0.0073,3059092,926,0.0142,50322532
2020年03月,新竹市,72271929,130623,0.0216,379953,362,0.0129,4502310,873,0.0209,77154192
2020年03月,嘉義市,37947363,80356,0.0113,161855,223,0.0055,868891,245,0.004,38978109
2020年03月,澎湖縣,14073941,23540,0.0042,155106,186,0.0053,51841,17,0.0002,14280888
2020年03月,金門縣,10731783,17112,0.0032,128236,107,0.0044,29076,41,0.0001,10889095
2020年03月,連江縣,2471896,1970,0.0007,33999,26,0.0012,5794,13,0,2511689
2020年03月,合計,3351816214,6537634,1,29380481,26502,1,215099500,38026,1,3596296195
2020年02月,新北市,534612785,938700,0.1664,5378415,3748,0.1858,71381332,11014,0.2927,611372532
2020年02月,台北市,317203753,503786,0.0988,2182783,1870,0.0754,55389489,8066,0.2271,374776025
2020年02月,桃園市,367024408,627704,0.1143,3292709,2166,0.1138,24623199,3602,0.101,394940316
2020年02月,台中市,395945981,769501,0.1233,5299053,4001,0.1831,34115263,4760,0.1399,435360297
2020年02月,台南市,273302088,603855,0.0851,1806108,1837,0.0624,9658899,1507,0.0396,284767095
2020年02月,高雄市,317532826,721320,0.0989,2766888,2886,0.0956,26323803,4301,0.1079,346623517
2020年02月,宜蘭縣,69042600,148767,0.0215,453660,434,0.0157,1482477,295,0.0061,70978737
2020年02月,新竹縣,89117529,165547,0.0277,851084,671,0.0294,5274992,769,0.0216,95243605
2020年02月,苗栗縣,68405307,162760,0.0213,425956,423,0.0147,750830,179,0.0031,69582093
2020年02月,彰化縣,173194287,394848,0.0539,2782700,3212,0.0961,1410759,387,0.0058,177387746
2020年02月,南投縣,76600478,164047,0.0238,544448,570,0.0188,581178,118,0.0024,77726104
2020年02月,雲林縣,95030220,271750,0.0296,512822,616,0.0177,520659,201,0.0021,96063701
2020年02月,嘉義縣,62914415,174475,0.0196,433654,476,0.015,330232,106,0.0014,63678301
2020年02月,屏東縣,110526637,259398,0.0344,920647,1194,0.0318,990609,318,0.0041,112437893
2020年02月,台東縣,32418773,64827,0.0101,127668,150,0.0044,328488,83,0.0013,32874929
2020年02月,花蓮縣,51908433,96893,0.0162,112809,106,0.0039,635162,142,0.0026,52656404
2020年02月,基隆市,54448080,100323,0.017,268534,290,0.0093,3719119,924,0.0152,58435733
2020年02月,新竹市,61856127,112345,0.0193,368677,327,0.0127,5234670,873,0.0215,67459474
2020年02月,嘉義市,37579333,79873,0.0117,213133,218,0.0074,1033172,245,0.0042,38825638
2020年02月,澎湖縣,12370853,23827,0.0039,68523,86,0.0024,65281,16,0.0003,12504657
2020年02月,金門縣,8946416,13759,0.0028,107880,108,0.0037,30004,41,0.0001,9084300
2020年02月,連江縣,2000607,2231,0.0006,28179,31,0.001,6942,13,0,2035728
2020年02月,合計,3211981936,6400536,1,28946330,25420,1,243886559,37960,1,3484814825
2020年01月,新北市,473374904,934965,0.1623,5423440,3931,0.1891,62411351,10987,0.2971,541209695
2020年01月,台北市,299648184,534946,0.1027,2176536,1932,0.0759,48962835,8039,0.2331,350787555
2020年01月,桃園市,264051204,520657,0.0905,2916299,1970,0.1017,20917180,3594,0.0996,287884683
2020年01月,台中市,359656797,766465,0.1233,5248798,4220,0.183,28372910,4745,0.1351,393278505
2020年01月,台南市,242744755,604879,0.0832,1674610,1742,0.0584,8395314,1504,0.04,252814679
2020年01月,高雄市,383301557,924534,0.1314,3205379,3414,0.1118,22244224,4291,0.1059,408751160
2020年01月,宜蘭縣,57897375,140929,0.0199,422136,508,0.0147,1183931,294,0.0056,59503442
2020年01月,新竹縣,69628522,152872,0.0239,691457,640,0.0241,4427866,767,0.0211,74747845
2020年01月,苗栗縣,68757294,177968,0.0236,509550,592,0.0178,612366,176,0.0029,69879210
2020年01月,彰化縣,153737269,405821,0.0527,2699373,2991,0.0941,1226641,386,0.0058,157663283
2020年01月,南投縣,56228976,134997,0.0193,391837,502,0.0137,470858,118,0.0022,57091671
2020年01月,雲林縣,85915228,265691,0.0295,634825,835,0.0221,407208,201,0.0019,86957261
2020年01月,嘉義縣,61904584,179305,0.0212,464551,572,0.0162,280004,106,0.0013,62649139
2020年01月,屏東縣,112976405,286130,0.0387,938114,1372,0.0327,833840,319,0.004,114748359
2020年01月,台東縣,26491588,58712,0.0091,119036,151,0.0042,266000,84,0.0013,26876624
2020年01月,花蓮縣,41513718,91116,0.0142,130123,111,0.0045,542332,142,0.0026,42186173
2020年01月,基隆市,39855224,88691,0.0137,203950,279,0.0071,3058336,920,0.0146,43117510
2020年01月,新竹市,61946752,130296,0.0212,377434,367,0.0132,4500436,868,0.0214,66824622
2020年01月,嘉義市,33382310,80317,0.0114,154439,225,0.0054,887050,245,0.0042,34423799
2020年01月,澎湖縣,12472255,23398,0.0043,155550,190,0.0054,53664,16,0.0003,12681469
2020年01月,金門縣,8998980,16934,0.0031,113294,107,0.0039,25504,40,0.0001,9137778
2020年01月,連江縣,2162400,1960,0.0007,32100,26,0.0011,6117,13,0,2200617
2020年01月,合計,2916646281,6521583,1,28682831,26677,1,210085967,37855,1,3155415079
2019年12月,新北市,498251844,937817,0.1602,5717573,3776,0.1835,64997172,10965,0.294,568966589
2019年12月,台北市,302291180,503108,0.0972,2359525,1881,0.0757,52514973,8029,0.2375,357165678
2019年12月,桃園市,323380419,625763,0.104,3391439,2195,0.1088,21691365,3574,0.0981,348463223
2019年12月,台中市,393066879,766476,0.1264,5737395,4021,0.1841,30240838,4735,0.1368,429045112
2019年12月,台南市,277142032,602574,0.0891,1980822,1853,0.0636,9182745,1502,0.0415,288305599
2019年12月,高雄市,344850532,720768,0.1109,3160686,2907,0.1014,23206335,4286,0.105,371217553
2019年12月,宜蘭縣,62932069,148399,0.0202,454055,436,0.0146,1166027,294,0.0053,64552151
2019年12月,新竹縣,82576802,165025,0.0266,894956,675,0.0287,4418024,758,0.02,87889782
2019年12月,苗栗縣,65314589,162454,0.021,473852,426,0.0152,653469,176,0.003,66441910
2019年12月,彰化縣,170154192,394233,0.0547,2982627,3230,0.0957,1313646,386,0.0059,174450465
2019年12月,南投縣,72941853,163587,0.0235,585318,573,0.0188,488601,118,0.0022,74015772
2019年12月,雲林縣,95705857,271183,0.0308,584213,621,0.0187,448991,201,0.002,96739061
2019年12月,嘉義縣,61879348,174221,0.0199,475282,480,0.0152,294468,106,0.0013,62649098
2019年12月,屏東縣,114265830,258818,0.0367,992913,1196,0.0319,880417,318,0.004,116139160
2019年12月,台東縣,31587448,64692,0.0102,133575,151,0.0043,291257,83,0.0013,32012280
2019年12月,花蓮縣,48121919,96703,0.0155,112017,110,0.0036,625625,139,0.0028,48859561
2019年12月,基隆市,48794704,100319,0.0157,279113,292,0.009,3136131,921,0.0142,52209948
2019年12月,新竹市,57685493,112204,0.0185,399528,330,0.0128,4544800,866,0.0206,62629821
2019年12月,嘉義市,36958212,79718,0.0119,234043,224,0.0075,904368,245,0.0041,38096623
2019年12月,澎湖縣,12347909,23705,0.004,80028,88,0.0026,55889,16,0.0003,12483826
2019年12月,金門縣,7947912,13696,0.0026,109499,109,0.0035,25997,40,0.0001,8083408
2019年12月,連江縣,1729473,2218,0.0006,28008,31,0.0009,6395,13,0,1763876
2019年12月,合計,3109926496,6387681,1,31166467,25605,1,221087533,37771,1,3362180496
2019年11月,新北市,611878053,933209,0.1602,6707661,3968,0.187,68794356,10856,0.2987,687380070
2019年11月,台北市,390263036,533918,0.1022,2835682,1942,0.079,52704649,7614,0.2289,445803367
2019年11月,桃園市,311457087,519694,0.0815,3479240,1999,0.097,22986755,3561,0.0998,337923082
2019年11月,台中市,483239571,764838,0.1265,6550405,4240,0.1826,32621411,4712,0.1417,522411387
2019年11月,台南市,327855935,603316,0.0858,2123242,1758,0.0592,9490023,1427,0.0412,339469200
2019年11月,高雄市,541277440,922971,0.1417,4034784,3448,0.1125,23559485,4106,0.1023,568871709
2019年11月,宜蘭縣,69155204,140779,0.0181,533625,510,0.0149,1183981,294,0.0051,70872810
2019年11月,新竹縣,87629950,152272,0.0229,888325,643,0.0248,4538642,725,0.0197,93056917
2019年11月,苗栗縣,89920959,177447,0.0235,620404,594,0.0173,683297,177,0.003,91224660
2019年11月,彰化縣,204211306,404779,0.0535,3205472,3014,0.0893,1355076,391,0.0059,208771854
2019年11月,南投縣,67603074,134803,0.0177,500859,508,0.014,503521,118,0.0022,68607454
2019年11月,雲林縣,118593176,265143,0.031,847054,844,0.0236,531487,202,0.0023,119971717
2019年11月,嘉義縣,81987829,179019,0.0215,596430,575,0.0166,323849,106,0.0014,82908108
2019年11月,屏東縣,147308286,285647,0.0386,1223682,1384,0.0341,939711,315,0.0041,149471679
2019年11月,台東縣,32036413,58619,0.0084,142401,152,0.004,316032,83,0.0014,32494846
